months,rev_Mean,mou_Mean,totcalls,eqpdays,rev_per_minute,calls_per_month,eqp_age_index,custcare_Mean,drop_vce_Mean,blck_vce_Mean,avgmou,avgrev,prob_churn,churn_pred
15,76.3975,405.75,1679,113.0,0.18782421634910879,104.9375,7.0625,1.0,9.0,5.333333333,224.07,43.79,0.5067161,1
53,11.2725,23.25,94,1625.0,0.4648453608247423,1.7407407407407407,30.09259259259259,0.0,0.0,3.0,15.73,5.91,0.25320292,0
31,71.6375,558.75,2956,284.0,0.12798124162572577,92.375,8.875,0.0,1.333333333,0.666666667,348.0,54.55,0.38756427,1
23,15.8675,18.5,134,684.0,0.8137179487179487,5.583333333333333,28.5,0.0,2.666666667,0.0,9.91,15.11,0.48668322,1
21,32.5725,94.75,3186,351.0,0.3401827676240209,144.8181818181818,15.954545454545455,0.0,2.666666667,0.0,299.1,53.0,0.6871019,1
19,35.765,107.25,502,588.0,0.3303926096997691,25.1,29.4,0.0,9.333333333,1.666666667,56.22,30.69,0.5524054,1
27,55.015,808.0,5668,329.0,0.06800370828182942,202.42857142857142,11.75,8.666666667,9.666666667,5.0,361.76,39.95,0.4679174,1
20,45.9375,543.5,2867,603.0,0.08436639118457301,136.52380952380952,28.714285714285715,7.666666667,23.66666667,5.0,334.39,33.48,0.5225105,1
12,78.0125,331.0,2659,354.0,0.23497740963855424,204.53846153846155,27.23076923076923,0.0,6.666666667,0.0,773.7,97.15,0.741976,1
11,30.83,202.75,536,307.0,0.1513128834355828,44.666666666666664,25.583333333333332,0.0,1.666666667,0.666666667,135.11,32.18,0.5219003,1
22,81.1375,1430.0,4501,639.0,0.056699860237596086,195.69565217391303,27.782608695652176,0.0,31.33333333,9.0,647.15,72.72,0.5523942,1
13,43.145,193.75,317,391.0,0.22154043645699617,22.642857142857142,27.928571428571427,1.666666667,1.333333333,0.0,101.42,41.4,0.48976323,1
10,37.2325,42.0,374,295.0,0.8658720930232559,34.0,26.818181818181817,0.333333333,0.333333333,0.0,168.22,41.71,0.29483944,0
17,62.02,566.5,2167,488.0,0.1092863436123348,120.38888888888889,27.11111111111111,0.0,4.666666667,0.333333333,584.93,62.21,0.5444764,1
12,53.69,62.25,83,369.0,0.8488537549407115,6.384615384615385,28.384615384615383,0.0,0.333333333,0.333333333,18.91,51.96,0.5205818,1
19,52.39,447.5,1986,571.0,0.11681159420289855,99.3,28.55,0.0,1.333333333,0.666666667,357.89,47.13,0.47836474,1
27,154.445,1810.5,10243,185.0,0.08525807341981782,365.82142857142856,6.607142857142857,9.0,30.33333333,0.0,1012.48,144.13,0.3306473,0
24,42.9825,47.25,157,723.0,0.8908290155440415,6.28,28.92,0.333333333,0.0,0.0,25.0,21.03,0.4624903,1
14,48.8575,514.0,3622,257.0,0.09486893203883495,241.46666666666667,17.133333333333333,0.0,0.333333333,5.0,446.69,41.02,0.50217634,1
29,31.0475,167.5,2139,864.0,0.18425816023738872,71.3,28.8,4.333333333,1.333333333,2.333333333,189.11,42.75,0.53751504,1
18,78.6525,1687.0,13294,49.0,0.04659508293838863,699.6842105263158,2.5789473684210527,3.0,13.0,24.33333333,1126.47,67.63,0.38741088,1
7,41.45,306.5,680,27.0,0.13479674796747967,85.0,3.375,0.0,3.666666667,0.0,203.17,37.74,0.2282375,0
47,86.4975,553.5,3591,360.0,0.15599188458070334,74.8125,7.5,0.333333333,9.333333333,0.0,358.76,62.57,0.4882792,1
22,28.1775,32.75,246,664.0,0.8348888888888888,10.695652173913043,28.869565217391305,0.0,1.333333333,0.0,27.3,26.54,0.48188046,1
17,30.0,219.0,1396,499.0,0.13636363636363635,77.55555555555556,27.72222222222222,0.0,0.333333333,14.33333333,249.06,35.3,0.52085316,1
27,57.84,244.5,3682,816.0,0.23560081466395114,131.5,29.142857142857142,0.0,6.0,0.666666667,268.6,45.56,0.64528394,1
20,72.3925,416.75,2410,142.0,0.1732914422501496,114.76190476190476,6.761904761904762,0.0,2.333333333,2.0,442.89,82.2,0.41158324,1
9,88.97,1310.25,1525,68.0,0.0678512869399428,152.5,6.8,8.0,12.66666667,7.333333333,1265.25,67.72,0.4419089,1
19,51.6425,269.25,646,563.0,0.19109158186864014,32.3,28.15,0.0,0.0,0.0,157.24,41.58,0.46420264,1
18,84.0675,1259.0,10665,242.0,0.0667202380952381,561.3157894736842,12.736842105263158,2.333333333,11.0,14.0,1249.18,87.9,0.44589308,1
47,19.99,4.25,1154,1407.0,3.8076190476190472,24.041666666666668,29.3125,0.0,0.333333333,0.0,39.4,33.19,0.72199064,1
10,30.26,211.5,324,296.0,0.1424,29.454545454545453,26.90909090909091,0.0,1.666666667,0.333333333,232.67,30.35,0.26222417,0
32,29.99,81.75,1394,948.0,0.362416918429003,42.24242424242424,28.727272727272727,0.0,0.0,0.333333333,83.6,31.55,0.58176076,1
24,158.2425,1896.25,5404,68.0,0.08340624588219792,216.16,2.72,6.0,46.0,2.0,574.52,85.72,0.4060406,1
26,112.625,1226.0,7385,482.0,0.09178891605541972,273.51851851851853,17.85185185185185,0.0,6.666666667,33.33333333,981.32,113.93,0.45275414,1
10,37.2475,1396.25,1105,296.0,0.026657720522454825,100.45454545454545,26.90909090909091,14.66666667,1.333333333,1.333333333,1144.44,38.09,0.2967915,0
19,120.28,707.5,2811,571.0,0.16976711362032462,140.55,28.55,0.0,5.666666667,26.66666667,574.67,103.88,0.56954473,1
22,38.4525,481.25,2701,243.0,0.07973561430793157,117.43478260869566,10.565217391304348,4.333333333,9.0,0.333333333,350.25,41.83,0.4026389,1
37,5.0,0.0,692,1106.0,5.0,18.210526315789473,29.105263157894736,0.0,0.0,0.0,57.08,18.34,0.7972208,1
11,58.605,889.0,3974,40.0,0.06584831460674156,331.1666666666667,3.3333333333333335,5.0,11.66666667,10.66666667,877.9,59.28,0.5622783,1
12,30.2375,267.25,1284,361.0,0.11272134203168686,98.76923076923077,27.76923076923077,0.0,2.0,0.0,265.82,30.93,0.56711996,1
46,58.745,734.75,13017,221.0,0.0798436969079171,276.9574468085106,4.702127659574468,0.0,2.0,5.333333333,455.23,58.23,0.36014104,1
28,34.99,437.5,2112,611.0,0.07979475484606614,72.82758620689656,21.06896551724138,0.333333333,0.0,1.333333333,344.15,36.35,0.41763067,1
31,49.8,319.5,1654,201.0,0.15538221528861154,51.6875,6.28125,3.666666667,6.0,28.0,218.95,53.34,0.3510784,0
17,82.415,871.75,7339,25.0,0.0944313950157548,407.72222222222223,1.3888888888888888,0.0,5.0,11.33333333,1345.07,109.34,0.4277916,1
8,43.99,600.5,667,213.0,0.07313383208645054,74.11111111111111,23.666666666666668,0.0,4.333333333,1.333333333,500.0,45.86,0.25908533,0
10,50.6875,470.5,278,310.0,0.10750265111346766,25.272727272727273,28.181818181818183,0.0,0.0,0.333333333,430.44,51.57,0.5739091,1
13,29.99,60.66666667,1034,384.0,0.4863243242980365,73.85714285714286,27.428571428571427,0.0,0.0,2.0,191.18,39.45,0.68880886,1
23,50.0325,209.5,3112,403.0,0.23768408551068884,129.66666666666666,16.791666666666668,0.0,2.0,9.0,541.38,114.53,0.6338641,1
11,31.2975,1180.5,1403,315.0,0.026489631823952604,116.91666666666667,26.25,1.0,9.666666667,15.0,723.4,34.28,0.6829378,1
7,41.88,485.0,1306,202.0,0.08617283950617284,163.25,25.25,1.333333333,2.666666667,35.0,623.83,53.29,0.28986368,0
13,33.2425,341.25,1255,370.0,0.09712929145361578,89.64285714285714,26.428571428571427,0.333333333,0.0,2.0,533.73,49.52,0.55813515,1
14,29.99,367.5,2280,404.0,0.08138398914518317,152.0,26.933333333333334,5.666666667,2.666666667,2.333333333,495.31,33.94,0.52885854,1
15,50.335,148.75,791,461.0,0.336126878130217,49.4375,28.8125,0.0,1.0,0.333333333,153.21,53.44,0.48362973,1
27,30.8475,129.5,827,357.0,0.2363793103448276,29.535714285714285,12.75,0.0,1.666666667,0.333333333,100.76,26.97,0.4588611,1
16,51.04,447.25,3079,463.0,0.11386503067484663,181.11764705882354,27.235294117647058,0.0,2.666666667,0.0,501.4,51.31,0.522228,1
22,49.99,393.25,4753,661.0,0.1267977171845276,206.65217391304347,28.73913043478261,2.333333333,7.0,0.666666667,458.55,75.68,0.5177387,1
30,29.3975,117.0,1335,912.0,0.2491313559322034,43.064516129032256,29.419354838709676,0.0,1.0,0.333333333,66.0,32.99,0.5838877,1
17,74.4625,423.5,2334,485.0,0.17541224970553593,129.66666666666666,26.944444444444443,2.666666667,4.666666667,4.666666667,291.73,58.5,0.5548397,1
18,46.85,432.5,2817,532.0,0.10807381776239908,148.26315789473685,28.0,0.0,2.0,0.0,369.88,71.72,0.45503587,1
26,35.03,175.75,1621,398.0,0.1981895332390382,60.03703703703704,14.74074074074074,1.333333333,4.333333333,0.0,118.08,50.37,0.49795172,1
25,39.985,336.75,2400,525.0,0.11838638045891932,92.3076923076923,20.192307692307693,0.0,3.666666667,0.0,251.58,36.28,0.51144254,1
8,66.43,57.25,164,220.0,1.1404291845493564,18.22222222222222,24.444444444444443,0.0,0.0,0.0,70.43,61.46,0.24229792,0
7,60.53,184.75,476,201.0,0.32586810228802154,59.5,25.125,0.0,0.0,0.0,158.5,61.06,0.27532312,0
12,29.99,193.25,1263,362.0,0.15438867438867437,97.15384615384616,27.846153846153847,0.666666667,2.666666667,0.333333333,218.91,28.5,0.59065455,1
15,213.785,1102.0,3786,15.0,0.19382139619220307,236.625,0.9375,0.0,4.333333333,8.666666667,747.57,148.01,0.4441171,1
16,67.265,748.0,3247,473.0,0.0898064085447263,191.0,27.823529411764707,2.0,5.666666667,0.333333333,507.86,61.45,0.46660864,1
7,73.675,241.0,325,188.0,0.30444214876033054,40.625,23.5,0.666666667,0.666666667,1.666666667,163.33,45.95,0.29899305,0
36,46.3625,491.25,4290,1071.0,0.09418486541391569,115.94594594594595,28.945945945945947,0.0,2.0,0.0,343.12,55.44,0.4507404,1
7,104.5025,689.0,1363,99.0,0.15145289855072464,170.375,12.375,17.66666667,14.33333333,0.0,605.0,81.96,0.33319092,0
15,35.305,179.75,1891,410.0,0.19532503457814662,118.1875,25.625,0.0,4.333333333,0.333333333,513.71,59.57,0.66133004,1
11,10.09,247.25,535,321.0,0.04064451158106747,44.583333333333336,26.75,0.0,1.666666667,3.0,209.67,10.25,0.5555516,1
15,21.6475,392.75,2523,436.0,0.05497777777777778,157.6875,27.25,0.0,4.666666667,7.666666667,479.36,14.08,0.6342268,1
14,60.005,463.25,1991,187.0,0.12925148088314486,132.73333333333332,12.466666666666667,0.0,6.666666667,0.0,339.62,64.32,0.4949787,1
12,83.34,1311.0,2551,335.0,0.06352134146341464,196.23076923076923,25.76923076923077,4.333333333,30.33333333,9.666666667,1071.6,83.84,0.66407514,1
11,10.8225,388.0,976,324.0,0.02782133676092545,81.33333333333333,27.0,0.0,6.666666667,1.333333333,497.33,12.43,0.6325944,1
16,34.9775,5.25,1200,486.0,5.5964,70.58823529411765,28.58823529411765,0.0,0.333333333,0.0,415.2,72.82,0.8040805,1
22,45.0,261.0,2442,330.0,0.1717557251908397,106.17391304347827,14.347826086956522,0.0,2.333333333,0.333333333,212.38,44.89,0.50308657,1
10,26.1675,314.0,1431,296.0,0.08307142857142857,130.0909090909091,26.90909090909091,0.0,11.0,9.0,386.44,28.82,0.50424993,1
7,47.1175,107.75,284,208.0,0.43326436781609196,35.5,26.0,0.0,0.0,4.0,90.0,46.0,0.23392044,0
11,62.805,113.75,262,289.0,0.5473202614379085,21.833333333333332,24.083333333333332,0.0,0.666666667,2.0,61.6,35.89,0.54961634,1
16,52.1825,522.25,1397,468.0,0.09972766364070712,82.17647058823529,27.529411764705884,0.666666667,9.666666667,0.666666667,328.2,49.06,0.5139895,1
18,32.78,192.75,1675,560.0,0.16918709677419355,88.15789473684211,29.473684210526315,0.0,2.666666667,0.0,253.41,37.22,0.58952016,1
11,65.6925,105.0,230,345.0,0.6197405660377358,19.166666666666668,28.75,0.333333333,2.0,0.0,45.8,44.69,0.5930648,1
15,207.7825,751.5,3823,35.0,0.27612292358803986,238.9375,2.1875,6.666666667,8.333333333,7.0,585.15,113.67,0.4976054,1
26,101.2233333,631.0,6805,229.0,0.160163502056962,252.03703703703704,8.481481481481481,5.333333333,16.0,8.0,607.67,65.46,0.49785152,1
12,29.99,230.5,634,364.0,0.12954643628509718,48.76923076923077,28.0,0.0,0.666666667,0.0,196.82,27.65,0.5188838,1
13,13.3825,36.75,193,407.0,0.35450331125827816,13.785714285714286,29.071428571428573,0.0,0.0,1.0,32.58,12.41,0.519686,1
17,36.1175,825.25,3744,337.0,0.043712556732223906,208.0,18.72222222222222,0.0,0.0,0.0,769.75,36.55,0.50117713,1
32,47.89,436.5,1144,960.0,0.10946285714285714,34.666666666666664,29.09090909090909,0.0,0.666666667,0.0,203.14,35.38,0.49338773,1
25,126.29,1605.0,4208,62.0,0.07863636363636364,161.84615384615384,2.3846153846153846,0.0,2.333333333,2.333333333,765.59,73.33,0.36921474,1
28,23.21,19.75,519,847.0,1.11855421686747,17.896551724137932,29.20689655172414,4.666666667,2.666666667,0.0,63.46,29.95,0.6259799,1
21,40.4825,409.25,1652,640.0,0.09867763558805606,75.0909090909091,29.09090909090909,0.0,0.666666667,2.333333333,266.65,34.51,0.40750256,1
8,10.0,22.0,79,222.0,0.43478260869565216,8.777777777777779,24.666666666666668,0.0,1.0,0.0,37.29,10.0,0.35685617,1
9,45.815,699.25,2934,280.0,0.06542663334523384,293.4,28.0,23.33333333,9.333333333,1.0,877.25,78.34,0.25569534,0
29,66.7025,424.25,1020,17.0,0.15685479129923574,34.0,0.5666666666666667,5.0,5.333333333,17.33333333,132.33,17.66,0.39863536,1
7,88.92,1146.0,3548,80.0,0.07752397558849172,443.5,10.0,0.666666667,11.33333333,1.0,1147.5,112.87,0.3073663,0
12,35.5825,122.5,488,227.0,0.28811740890688264,37.53846153846154,17.46153846153846,1.333333333,1.333333333,0.0,95.27,40.33,0.5594957,1
13,92.3875,1076.75,4003,315.0,0.08572257016933427,285.92857142857144,22.5,3.0,5.0,10.33333333,900.58,92.38,0.52738893,1
26,71.445,910.25,8409,45.0,0.07840329218106995,311.44444444444446,1.6666666666666667,2.0,53.33333333,9.666666667,583.08,65.44,0.4421375,1
11,53.49,608.25,2183,146.0,0.08779647107098892,181.91666666666666,12.166666666666666,8.666666667,16.0,1.0,423.1,46.26,0.57005066,1
17,69.3325,842.25,2768,509.0,0.08222057515564779,153.77777777777777,28.27777777777778,2.666666667,6.0,0.0,719.38,62.35,0.479087,1
31,68.4675,361.75,3544,470.0,0.18874569262577534,110.75,14.6875,7.333333333,4.0,0.0,264.64,59.41,0.53524727,1
31,35.785,124.75,5564,251.0,0.284572564612326,173.875,7.84375,0.0,4.333333333,0.0,345.67,68.58,0.53600633,1
6,41.8375,290.25,487,189.0,0.1436480686695279,69.57142857142857,27.0,1.0,0.666666667,2.0,357.8,53.16,0.27496698,0
15,30.5175,479.75,3949,261.0,0.0634789391575663,246.8125,16.3125,2.333333333,3.0,37.33333333,589.14,31.97,0.5351813,1
39,10.495,229.5,6084,1158.0,0.04553145336225596,152.1,28.95,0.0,6.333333333,1.666666667,286.95,38.37,0.54644233,1
11,96.675,199.5,1799,329.0,0.48216957605985034,149.91666666666666,27.416666666666668,0.0,0.666666667,1.333333333,443.5,60.07,0.7859247,1
16,50.545,604.25,3491,482.0,0.08351094589012804,205.35294117647058,28.352941176470587,2.0,5.666666667,4.666666667,684.2,58.94,0.5128976,1
17,132.68,1354.25,4324,509.0,0.09790075631802252,240.22222222222223,28.27777777777778,9.333333333,3.666666667,14.0,1241.08,94.81,0.51175535,1
15,84.6375,779.75,2747,435.0,0.10840537944284342,171.6875,27.1875,0.0,6.0,1.333333333,742.21,91.25,0.5311729,1
25,28.49,0.0,623,448.0,28.49,23.96153846153846,17.23076923076923,0.0,0.0,0.0,100.63,31.23,0.8192595,1
9,10.7875,273.0,1331,264.0,0.03937043795620438,133.1,26.4,0.0,19.66666667,5.333333333,325.29,11.03,0.45816255,1
18,114.005,821.0,5632,90.0,0.13869221411192215,296.42105263157896,4.7368421052631575,0.0,5.0,48.0,989.81,150.82,0.48595098,1
32,29.99,16.25,356,948.0,1.738550724637681,10.787878787878787,28.727272727272727,0.0,0.0,0.0,45.97,33.27,0.56266433,1
8,30.65,302.0,762,254.0,0.10115511551155115,84.66666666666667,28.22222222222222,0.0,0.0,0.0,402.71,51.87,0.33955923,0
9,47.9875,506.25,2729,257.0,0.09460325283390833,272.9,25.7,7.0,6.333333333,0.0,795.25,78.02,0.23410657,0
11,54.8675,22.0,739,333.0,2.3855434782608698,61.583333333333336,27.75,0.0,0.666666667,1.0,122.9,54.94,0.83230186,1
21,33.2525,153.0,1077,173.0,0.21592532467532466,48.95454545454545,7.863636363636363,0.333333333,0.666666667,7.0,154.8,41.52,0.37455556,1
14,82.9825,716.25,2483,398.0,0.11569536423841059,165.53333333333333,26.533333333333335,0.0,30.0,20.66666667,480.23,65.62,0.68397707,1
15,11.335,294.5,1202,452.0,0.038358714043993235,75.125,28.25,0.0,0.0,0.0,288.14,11.32,0.42277655,1
14,72.61,600.0,1415,415.0,0.1208153078202995,94.33333333333333,27.666666666666668,1.333333333,9.0,21.0,517.15,77.05,0.5733387,1
13,36.8175,542.25,2797,197.0,0.06777266451909802,199.78571428571428,14.071428571428571,5.333333333,0.666666667,0.0,1098.45,66.86,0.5867182,1
12,38.525,589.0,1274,359.0,0.06529661016949152,98.0,27.615384615384617,3.0,4.333333333,0.333333333,528.73,41.65,0.61568743,1
33,29.04,534.0,1563,72.0,0.0542803738317757,45.970588235294116,2.1176470588235294,0.0,6.0,0.0,361.64,40.82,0.2634283,0
17,83.2125,1696.75,2832,386.0,0.049013400088352234,157.33333333333334,21.444444444444443,0.333333333,9.0,2.0,892.44,80.34,0.4571373,1
22,165.2,1117.0,7344,147.0,0.1477638640429338,319.30434782608694,6.391304347826087,3.333333333,4.0,2.0,986.2,124.91,0.42826167,1
23,76.625,300.5,2234,152.0,0.25414593698175786,93.08333333333333,6.333333333333333,0.0,3.666666667,8.0,262.87,72.57,0.42227498,1
30,62.685,288.5,5720,105.0,0.21652849740932642,184.51612903225808,3.3870967741935485,0.0,2.666666667,4.666666667,537.41,64.77,0.4698362,1
21,64.25,535.75,2586,382.0,0.11970190964136004,117.54545454545455,17.363636363636363,0.666666667,2.333333333,0.0,397.05,56.39,0.48031744,1
31,29.99,85.25,2542,937.0,0.3477101449275362,79.4375,29.28125,0.0,1.0,0.0,235.93,48.58,0.6797265,1
43,41.7225,492.75,10227,182.0,0.0845012658227848,232.4318181818182,4.136363636363637,14.66666667,10.0,1.333333333,472.13,38.85,0.3534035,1
6,35.305,456.0,212,191.0,0.07725382932166303,30.285714285714285,27.285714285714285,0.0,3.666666667,2.0,438.0,35.49,0.22948015,0
11,29.0525,515.75,1899,322.0,0.05622157716497339,158.25,26.833333333333332,1.333333333,16.0,2.0,607.8,48.62,0.7009958,1
25,43.45,292.25,3991,732.0,0.1481670929241262,153.5,28.153846153846153,0.0,21.33333333,35.33333333,306.57,54.65,0.6743664,1
8,121.64,1895.25,5086,249.0,0.06414765985497693,565.1111111111111,27.666666666666668,9.666666667,27.33333333,4.333333333,1941.86,104.08,0.26682588,0
12,46.715,470.0,3385,375.0,0.09918259023354566,260.38461538461536,28.846153846153847,0.0,22.66666667,0.0,580.18,72.72,0.67178696,1
17,116.785,878.75,3021,515.0,0.1327479397556124,167.83333333333334,28.61111111111111,0.0,23.33333333,16.0,522.63,72.02,0.6635894,1
11,27.61,41.0,210,313.0,0.6573809523809524,17.5,26.083333333333332,1.0,0.0,0.0,42.8,25.79,0.70177627,1
35,35.26,87.5,1000,1039.0,0.39841807909604515,27.77777777777778,28.86111111111111,0.0,0.0,2.0,103.42,35.64,0.5495514,1
22,49.2675,398.0,2353,408.0,0.12347744360902255,102.30434782608695,17.73913043478261,1.666666667,0.666666667,30.0,445.0,58.68,0.4815148,1
24,40.2775,251.75,1678,723.0,0.15935707220573692,67.12,28.92,0.0,1.666666667,0.0,187.43,52.21,0.5088565,1
24,37.105,128.75,1336,726.0,0.2859730250481695,53.44,29.04,0.333333333,0.0,4.0,97.65,34.32,0.5219173,1
33,27.0125,169.25,3476,1009.0,0.15866372980910426,102.23529411764706,29.676470588235293,2.333333333,2.0,2.333333333,277.42,38.15,0.6868102,1
29,48.155,137.0,1302,875.0,0.34894927536231884,43.4,29.166666666666668,0.0,1.666666667,6.0,159.32,42.05,0.6140073,1
11,22.9875,252.25,1619,334.0,0.09076999012833169,134.91666666666666,27.833333333333332,0.666666667,5.666666667,1.333333333,337.67,30.07,0.67280406,1
7,36.085,158.75,229,197.0,0.22588419405320814,28.625,24.625,0.0,1.0,0.333333333,137.4,35.08,0.20030889,0
13,12.255,59.25,286,225.0,0.20340248962655602,20.428571428571427,16.071428571428573,2.666666667,0.333333333,1.0,83.0,24.79,0.5126509,1
23,42.5475,338.25,2074,708.0,0.12541635961680175,86.41666666666667,29.5,13.66666667,11.0,1.666666667,267.0,46.64,0.5408165,1
12,10.8325,62.25,384,371.0,0.17126482213438735,29.53846153846154,28.53846153846154,0.666666667,0.333333333,1.333333333,80.55,13.51,0.61747617,1
8,50.2,561.75,648,248.0,0.0892047978676144,72.0,27.555555555555557,0.0,10.0,4.333333333,331.29,18.9,0.43663868,1
26,86.475,744.5,6671,21.0,0.11599597585513077,247.07407407407408,0.7777777777777778,5.333333333,0.666666667,3.666666667,596.96,41.91,0.33255634,0
12,93.4775,768.0,3206,283.0,0.12155721716514956,246.6153846153846,21.76923076923077,0.0,20.66666667,0.666666667,595.55,73.5,0.6435336,1
24,36.91,41.75,460,723.0,0.863391812865497,18.4,28.92,0.0,2.333333333,0.0,67.22,34.0,0.52812046,1
15,46.69,230.75,1518,427.0,0.2014670981661273,94.875,26.6875,0.666666667,3.333333333,1.0,346.54,50.61,0.55654305,1
33,29.99,103.75,1051,738.0,0.2863007159904534,30.91176470588235,21.705882352941178,0.0,2.666666667,0.0,93.52,28.53,0.5267969,1
7,94.895,1086.25,2213,222.0,0.08727983444469993,276.625,27.75,0.0,4.666666667,6.666666667,819.5,33.73,0.51799273,1
25,58.7,480.5,5352,733.0,0.12191069574247144,205.84615384615384,28.192307692307693,0.0,0.666666667,2.333333333,480.47,57.12,0.51550895,1
23,126.59,930.25,3910,697.0,0.13593557046979865,162.91666666666666,29.041666666666668,0.666666667,6.0,0.0,420.59,69.68,0.5581504,1
31,45.52,160.25,932,914.0,0.2822945736434109,29.125,28.5625,0.0,2.333333333,1.333333333,94.41,37.05,0.55011636,1
15,10.0,0.0,222,444.0,10.0,13.875,27.75,0.0,0.0,0.0,44.79,22.05,0.7862087,1
10,45.7925,151.25,534,76.0,0.3007717569786535,48.54545454545455,6.909090909090909,2.0,1.0,0.0,221.56,45.56,0.3302687,0
24,74.2425,443.0,2468,383.0,0.16721283783783786,98.72,15.32,0.333333333,6.0,0.333333333,326.07,45.84,0.5979321,1
23,50.0,95.0,2291,689.0,0.5208333333333334,95.45833333333333,28.708333333333332,0.0,1.666666667,0.333333333,223.76,50.3,0.667029,1
18,61.825,383.0,2274,268.0,0.16100260416666667,119.6842105263158,14.105263157894736,1.666666667,17.33333333,6.0,426.6,66.5,0.5654052,1
12,26.8925,120.25,682,355.0,0.22179381443298968,52.46153846153846,27.307692307692307,0.0,1.333333333,1.0,213.18,39.6,0.63494754,1
11,59.455,287.0,1709,300.0,0.2064409722222222,142.41666666666666,25.0,0.666666667,0.0,0.0,782.67,121.62,0.662527,1
13,93.69,1097.5,10148,23.0,0.08528903049613108,724.8571428571429,1.6428571428571428,1.0,2.666666667,6.0,1531.75,152.79,0.4755196,1
17,45.865,339.25,1800,502.0,0.13479794268919912,100.0,27.88888888888889,1.333333333,1.333333333,6.333333333,372.93,43.35,0.48991615,1
9,44.6425,499.5,905,271.0,0.0891958041958042,90.5,27.1,1.333333333,6.666666667,18.33333333,400.13,58.93,0.28473228,0
8,133.285,867.0,2078,78.0,0.15355414746543777,230.88888888888889,8.666666666666666,2.0,11.66666667,2.0,708.5,96.79,0.38234675,1
36,195.57,3988.75,24183,56.0,0.049018108904066666,653.5945945945946,1.5135135135135136,6.0,23.0,81.33333333,2494.18,175.32,0.2626164,0
12,62.7125,294.25,899,345.0,0.2124047417442845,69.15384615384616,26.53846153846154,0.0,0.0,0.0,294.64,57.56,0.63227814,1
15,96.6425,403.5,5141,432.0,0.23891841779975279,321.3125,27.0,0.0,9.333333333,1.0,775.14,110.32,0.7030926,1
32,103.2975,343.25,1615,316.0,0.3000653594771242,48.93939393939394,9.575757575757576,1.0,4.333333333,2.0,112.36,35.12,0.5782766,1
11,29.26,146.75,614,239.0,0.1980372250423012,51.166666666666664,19.916666666666668,0.0,1.333333333,3.0,139.9,32.3,0.55467695,1
33,237.7525,2495.25,6799,76.0,0.09524386579869805,199.97058823529412,2.235294117647059,8.666666667,35.33333333,2.0,1008.68,147.31,0.35577276,1
7,97.665,1247.75,2021,212.0,0.07821021021021021,252.625,26.5,11.0,2.0,12.66666667,1129.83,102.82,0.37476957,1
17,38.24,1282.5,2751,420.0,0.02979353330736268,152.83333333333334,23.333333333333332,0.666666667,3.333333333,2.333333333,888.47,47.19,0.5008819,1
33,21.8525,27.5,806,997.0,0.7667543859649123,23.705882352941178,29.323529411764707,0.0,0.0,0.0,47.52,43.81,0.5898298,1
22,50.0,397.75,3499,670.0,0.12539184952978055,152.1304347826087,29.130434782608695,0.0,6.333333333,1.666666667,545.35,67.59,0.5748853,1
15,32.83,156.75,1786,451.0,0.20811410459587953,111.625,28.1875,0.0,4.333333333,0.0,222.64,35.1,0.6069153,1
25,29.99,29.0,325,770.0,0.9996666666666666,12.5,29.615384615384617,0.0,0.666666667,0.0,32.08,30.2,0.47171485,1
24,137.4825,1231.0,6157,15.0,0.1115929383116883,246.28,0.6,3.333333333,11.0,10.33333333,777.74,85.95,0.37527764,1
31,36.705,398.0,2265,924.0,0.09199248120300751,70.78125,28.875,0.0,4.0,0.0,316.3,40.46,0.50511557,1
24,43.99,109.25,383,572.0,0.39900226757369617,15.32,22.88,0.0,2.0,0.0,41.13,42.75,0.45093235,1
11,44.0525,490.5,1798,103.0,0.08962868769074263,149.83333333333334,8.583333333333334,5.333333333,9.0,5.666666667,429.5,44.88,0.5706769,1
14,38.9975,413.75,1178,202.0,0.09402652200120555,78.53333333333333,13.466666666666667,0.0,2.0,21.0,328.62,44.66,0.44164073,1
16,41.3925,363.75,973,464.0,0.11348183687457163,57.23529411764706,27.294117647058822,0.0,2.333333333,0.666666667,175.2,35.15,0.43782625,1
14,39.59,381.75,1069,422.0,0.1034356629653821,71.26666666666667,28.133333333333333,0.0,7.0,2.0,333.92,36.22,0.5200308,1
23,35.6775,224.25,2716,232.0,0.1583906770255272,113.16666666666667,9.666666666666666,0.0,6.333333333,0.0,215.68,35.45,0.4285967,1
14,177.3,949.5,1549,395.0,0.18653340347185693,103.26666666666667,26.333333333333332,4.666666667,3.333333333,0.666666667,348.25,88.31,0.5802671,1
20,35.295,104.5,1317,346.0,0.33454976303317535,62.714285714285715,16.476190476190474,1.0,9.666666667,2.666666667,121.11,32.99,0.6176152,1
33,42.6175,282.25,7401,606.0,0.15045895851721094,217.6764705882353,17.823529411764707,0.0,2.333333333,1.333333333,546.97,96.26,0.6036284,1
17,124.3075,2371.75,11823,333.0,0.05238963228321568,656.8333333333334,18.5,6.333333333,6.666666667,8.666666667,2320.31,109.33,0.4640721,1
16,107.62,1156.5,4903,471.0,0.09297624190064795,288.4117647058824,27.705882352941178,0.0,9.666666667,3.666666667,1055.6,90.73,0.52382493,1
12,30.3975,61.25,99,351.0,0.4883132530120482,7.615384615384615,27.0,0.0,0.0,0.0,71.9,30.42,0.4656372,1
